0,[C:1]([C:2]([N:3]1[C:4]([H:28])([H:29])[c:5]2[c:6]([H:30])[c:7]([H:31])[c:8]([H:32])[c:9]([H:33])[c:10]2[C:11]#[C:12][c:13]2[c:14]1[c:15]([H:34])[c:16]([H:35])[c:17]([H:36])[c:18]2[H:37])=[O:19])([H:25])([H:26])[H:27].[N:20](=[N+:21]=[N-:22])[C:23]([C:24]([H:38])([H:39])[H:40])([H:41])[H:42]>>[C:1]([C:2]([N:3]1[C:4]([H:28])([H:29])[c:5]2[c:6]([H:30])[c:7]([H:31])[c:8]([H:32])[c:9]([H:33])[c:10]2-[c:11]2[c:12]([n:22][n:21][n:20]2[C:23]([C:24]([H:38])([H:39])[H:40])([H:41])[H:42])-[c:13]2[c:14]1[c:15]([H:34])[c:16]([H:35])[c:17]([H:36])[c:18]2[H:37])=[O:19])([H:25])([H:26])[H:27]
1,[C:1]([C:2]([N:3]1[C:4]([H:29])([H:30])[c:5]2[c:6]([H:31])[c:7]([H:32])[c:8]([H:33])[c:9]([H:34])[c:10]2[C:11]#[C:12][c:13]2[c:14]1[c:15]([H:35])[c:16]([H:36])[c:17]([H:37])[c:18]2[H:38])=[O:19])([H:26])([H:27])[H:28].[N:20](=[N+:21]=[N-:22])[C:23]([C:24]([H:39])([H:40])[H:41])([C:25]([H:43])([H:44])[H:45])[H:42]>>[C:1]([C:2]([N:3]1[C:4]([H:29])([H:30])[c:5]2[c:6]([H:31])[c:7]([H:32])[c:8]([H:33])[c:9]([H:34])[c:10]2-[c:11]2[c:12]([n:22][n:21][n:20]2[C:23]([C:24]([H:39])([H:40])[H:41])([C:25]([H:43])([H:44])[H:45])[H:42])-[c:13]2[c:14]1[c:15]([H:35])[c:16]([H:36])[c:17]([H:37])[c:18]2[H:38])=[O:19])([H:26])([H:27])[H:28]
2,[C:1]([C:2]([N:3]1[C:4]([H:30])([H:31])[c:5]2[c:6]([H:32])[c:7]([H:33])[c:8]([H:34])[c:9]([H:35])[c:10]2[C:11]#[C:12][c:13]2[c:14]1[c:15]([H:36])[c:16]([H:37])[c:17]([H:38])[c:18]2[H:39])=[O:19])([H:27])([H:28])[H:29].[N:20](=[N+:21]=[N-:22])[C:23]([C:24]([H:40])([H:41])[H:42])([C:25]([H:43])([H:44])[H:45])[C:26]([H:46])([H:47])[H:48]>>[C:1]([C:2]([N:3]1[C:4]([H:30])([H:31])[c:5]2[c:6]([H:32])[c:7]([H:33])[c:8]([H:34])[c:9]([H:35])[c:10]2-[c:11]2[c:12]([n:22][n:21][n:20]2[C:23]([C:24]([H:40])([H:41])[H:42])([C:25]([H:43])([H:44])[H:45])[C:26]([H:46])([H:47])[H:48])-[c:13]2[c:14]1[c:15]([H:36])[c:16]([H:37])[c:17]([H:38])[c:18]2[H:39])=[O:19])([H:27])([H:28])[H:29]
